usuario_id,total_compras,total_productos,gasto_total,gasto_promedio_por_compra,desviacion_gasto,primera_compra,ultima_compra,dias_actividad,frecuencia_promedio_compras,compras_ultimos_3_meses,dias_desde_ultima_compra,prop_recoger_en_tienda,metodo_pago_predominante,num_tipos_unicos,num_marcas_unicas,num_categorias_unicas,tipos_comprados,marcas_compradas,categorias_compradas,colores_comprados,tallas_compradas,Cluster
511,4,17,9460,860,466.476152,09/02/2025 23:16,05/07/2025 18:47,146,0.0272,3,14,2.25,transferencia,6,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'PLAYERA', 'SACO', 'SUDADERA']",O,['NIÑO'],"Amarillo, Azul, Blanco, Negro, Rojo, Rosa",['M'],0
512,3,12,8806,1100.75,517.787541,28/01/2025 00:14,14/06/2025 10:47,137,0.0217,2,35,0.6667,efectivo,4,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'GUAYABERA']",O,"['NIÑA', 'NIÑO']","Amarillo, Beige, Negro, Verde, Vino","['M', 'O']",2
513,3,14,14510,1612.222222,704.963006,24/04/2025 12:00,10/07/2025 20:58,77,0.0385,9,9,2,efectivo,4,1,1,"['CAMISA', 'CONJUNTO', 'GUAYABERA LARGA', 'SACO']",O,['NIÑO'],"Azul, Beige, Blanco, Rosa, Verde","['M', 'S']",0
514,3,18,16579,1657.9,1084.761582,23/04/2025 14:19,02/06/2025 03:51,40,0.0732,10,47,1.3333,efectivo,4,1,1,"['CAMISA', 'CONJUNTO', 'GUAYABERA', 'SUDADERA']",O,['NIÑO'],"Amarillo, Azul, Blanco, Gris, Negro, Rojo, Rosa",['M'],0
515,4,20,15742,1210.923077,766.369509,01/02/2025 02:47,13/07/2025 12:23,162,0.0245,4,6,1.5,efectivo,7,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'PANTALON', 'SUDADERA']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul, Beige, Blanco, Gris, Rojo, Rosa",['M'],2
516,3,20,18468,1678.909091,1273.221073,08/02/2025 21:08,24/06/2025 06:28,136,0.0219,4,25,2.3333,transferencia,4,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul, Blanco, Negro, Rojo, Rosa, Verde","['M', 'S']",2
517,3,16,18072,2008,1198.74045,03/04/2025 13:04,16/06/2025 21:21,74,0.04,5,33,0.6667,transferencia,6,1,2,"['CAMISA', 'CONJUNTO', 'CONJUNTO CAMISA', 'GUAYABERA', 'GUAYABERA LARGA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul, Blanco, Negro, Rosa, Verde","['M', 'O']",2
518,3,13,9982,1426,978.887999,01/02/2025 07:31,12/05/2025 13:07,100,0.0297,3,68,0.6667,efectivo,5,1,2,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul, Blanco, Rojo, Verde","['M', 'S']",1
519,4,12,11979,1197.9,380.231101,21/03/2025 07:53,22/04/2025 09:12,32,0.1212,3,88,1.25,efectivo,6,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'GUAYABERA LARGA', 'PLAYERA', 'SACO']",O,['NIÑO'],"Azul marino, Blanco, Negro, Rojo",['M'],0
520,3,15,14157,1415.7,918.778542,26/02/2025 05:24,22/04/2025 09:30,55,0.0536,3,88,1,transferencia,6,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'GUAYABERA', 'PLAYERA', 'SACO']",O,['NIÑO'],"Azul, Azul marino, Blanco, Gris, Negro, Rosa, Verde","['M', 'S']",0
522,4,17,15549,1554.9,897.763048,19/02/2025 15:36,10/05/2025 06:18,80,0.0494,5,70,2.5,transferencia,6,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Azul, Azul marino, Beige, Blanco, Rojo, Rosa, Verde","['M', 'O']",1
523,3,13,9437,1048.555556,577.79141,25/01/2025 18:50,19/05/2025 03:20,114,0.0261,3,61,3,transferencia,6,1,2,"['CAMISA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PANTALON', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul, Blanco, Gris, Rosa, Verde","['M', 'O', 'S']",1
524,3,16,13831,1383.1,985.628576,28/04/2025 03:01,01/07/2025 06:25,64,0.0462,10,18,2,efectivo,4,1,3,"['CAMISA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'SUDADERA']",O,"['NIÑA', 'NIÑO', 'RECIÉN NACIDO']","Azul, Blanco, Cafe, Gris, Negro, Rojo, Rosa, Verde",['M'],2
525,3,14,10678,1334.75,392.483041,22/02/2025 13:02,20/06/2025 23:07,118,0.0252,3,29,2.6667,transferencia,5,1,2,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'PLAYERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Naranja, Rojo, Rosa, Verde, Verde mate",['M'],2
527,3,10,8468,1209.714286,614.659421,25/01/2025 16:27,14/06/2025 13:21,140,0.0213,5,35,1.3333,efectivo,6,1,2,"['CAMISA', 'CONJUNTO', 'PANTALON', 'PLAYERA', 'SACO', 'SUDADERA']",O,"['NIÑA', 'NIÑO']","Azul, Beige, Cafe, Gris, Naranja, Rojo, Rosa",['M'],2
528,3,12,10308,1288.5,593.02677,24/03/2025 21:16,12/06/2025 19:12,80,0.037,6,37,1,transferencia,5,1,2,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul mate, Blanco, Negro, Verde","['M', 'S']",2
529,4,17,12543,964.846154,375.827261,03/02/2025 20:10,15/06/2025 18:41,132,0.0301,3,34,2.5,transferencia,7,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'PLAYERA', 'SHORT', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul, Azul fuerte, Blanco, Gris, Rosa, Verde","['M', 'S']",2
530,3,17,13029,1302.9,794.695973,02/03/2025 04:18,21/04/2025 03:16,50,0.0588,4,89,0,efectivo,5,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'SACO', 'SUDADERA']",O,"['NIÑO', 'RECIÉN NACIDO']","Amarillo, Azul, Azul fuerte, Gris, Negro, Rojo, Rosa",['M'],2
531,3,16,11292,1129.2,558.893335,27/01/2025 21:01,09/07/2025 08:04,163,0.0183,6,10,0,efectivo,6,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'PLAYERA', 'SHORT']",O,"['NIÑA', 'NIÑO']","Amarillo, Beige, Blanco, Gris, Naranja, Rojo, Rosa, Verde mate",['M'],2
532,4,25,18300,1407.692308,1000.877721,30/01/2025 03:21,12/07/2025 23:35,163,0.0244,6,7,1.75,efectivo,6,1,3,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO', 'RECIÉN NACIDO']","Azul, Azul marino, Beige, Blanco, Cafe, Rojo, Rosa, Verde, Verde mate, Vino","['M', 'S']",2
533,3,14,10240,1137.777778,643.130845,14/02/2025 20:05,26/03/2025 11:17,40,0.0732,0,115,1,transferencia,6,1,3,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO CAMISA', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO', 'RECIÉN NACIDO']","Azul, Azul marino, Blanco, Cafe, Morado, Rojo, Rosa, Verde, Verde mate","['M', 'S']",2
534,4,16,15080,1675.555556,566.060678,10/02/2025 06:31,12/06/2025 16:36,122,0.0325,2,37,1.75,transferencia,5,1,1,"['CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PANTALON', 'SUDADERA']",O,['NIÑA'],"Azul, Blanco, Rojo, Rosa, Verde","['M', 'O']",1
535,4,21,16408,1262.153846,815.017682,29/01/2025 12:57,20/04/2025 07:59,81,0.0488,4,90,0,transferencia,8,1,2,"['CAMISA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PLAYERA', 'SHORT', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul, Azul marino, Blanco, Naranja, Negro, Rosa, Verde, Verde mate, Vino","['M', 'O', 'S']",2
536,3,15,14903,1655.888889,892.191116,21/02/2025 13:14,23/05/2025 09:34,91,0.0326,2,57,0,efectivo,4,1,2,"['CAMISA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'SUDADERA']",O,"['NIÑA', 'NIÑO']","Azul, Azul marino, Blanco, Morado, Rosa",['M'],2
537,4,12,11971,1330.111111,1041.609913,02/06/2025 03:30,02/07/2025 15:59,30,0.129,9,17,0,efectivo,5,1,2,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO CAMISA', 'GUAYABERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul, Azul fuerte, Blanco, Negro, Verde","['M', 'O', 'S']",1
538,3,19,20344,2260.444444,882.121069,15/03/2025 01:34,29/04/2025 07:13,45,0.0652,3,81,2,transferencia,4,1,1,"['CONJUNTO', 'CONJUNTO VESTIDO', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Azul, Azul marino, Blanco, Rosa, Verde",['M'],1
539,4,15,13140,1314,791.873727,03/03/2025 11:40,18/05/2025 11:16,76,0.0519,5,62,1.25,transferencia,9,1,2,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PLAYERA', 'SACO', 'SHORT', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul, Azul fuerte, Beige, Blanco, Negro, Rosa, Verde, Verde mate","['M', 'O', 'S']",2
540,4,22,21140,1761.666667,1080.160739,19/01/2025 14:39,18/06/2025 18:17,150,0.0265,4,31,2.5,transferencia,5,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'GUAYABERA LARGA', 'PLAYERA']",O,['NIÑO'],"Azul, Azul marino, Beige, Blanco, Gris, Negro",['M'],0
541,3,17,15638,1421.636364,782.377179,09/04/2025 20:35,09/07/2025 16:50,91,0.0326,7,10,2.3333,transferencia,8,1,3,"['CAMISA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PANTALON', 'SACO', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO', 'RECIÉN NACIDO']","Azul mate, Blanco, Morado, Negro, Rosa, Verde","['M', 'S']",2
542,3,14,13300,1900,953.310023,11/03/2025 15:47,06/06/2025 22:40,87,0.0341,5,43,1.6667,transferencia,6,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'GUAYABERA', 'VESTIDO']",O,['NIÑA'],"Azul mate, Blanco, Negro, Verde","['M', 'O']",1
543,3,14,11080,1231.111111,1285.530106,29/01/2025 20:41,05/05/2025 19:31,96,0.0309,3,75,2,transferencia,5,1,1,"['CAMISA', 'CONJUNTO', 'PLAYERA', 'SHORT', 'SUDADERA']",O,['NIÑO'],"Azul, Blanco, Gris, Negro, Rojo, Rosa",['M'],0
544,4,21,16246,1624.6,707.647963,16/05/2025 18:33,12/07/2025 07:28,57,0.069,10,7,0.75,efectivo,5,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'VESTIDO']",O,['NIÑA'],"Amarillo, Blanco, Morado, Rosa, Verde","['M', 'O']",1
545,3,13,9190,1312.857143,997.865068,17/02/2025 08:38,04/04/2025 02:56,46,0.0638,0,106,2.3333,efectivo,4,1,1,"['CAMISA', 'CONJUNTO', 'PLAYERA', 'SUDADERA']",O,['NIÑO'],"Azul fuerte, Cafe, Naranja, Negro, Rojo, Rosa",['M'],0
546,4,20,16764,1524,553.942563,31/01/2025 18:46,13/04/2025 04:07,72,0.0548,0,97,1,transferencia,8,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PANTALON', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul, Azul fuerte, Beige, Blanco, Negro, Verde","['M', 'O', 'S']",1
547,4,18,12909,1173.545455,618.884828,27/01/2025 02:58,03/06/2025 23:14,127,0.0313,3,46,1.5,transferencia,6,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PLAYERA', 'SUDADERA']",O,['NIÑO'],"Amarillo, Azul, Azul fuerte, Blanco, Cafe, Gris, Negro, Rojo, Rosa",['M'],0
548,4,14,9659,965.9,651.688031,23/01/2025 00:12,11/06/2025 05:40,139,0.0286,3,38,0.5,transferencia,5,1,1,"['CHAMARRA', 'CONJUNTO', 'GUAYABERA LARGA', 'PLAYERA', 'SHORT']",O,['NIÑO'],"Amarillo, Azul fuerte, Blanco, Gris, Negro, Rojo",['M'],0
549,4,19,14560,1213.333333,891.63084,16/03/2025 00:38,12/05/2025 02:12,57,0.069,9,68,1.75,efectivo,5,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'PLAYERA', 'SACO']",O,['NIÑO'],"Amarillo, Azul fuerte, Beige, Blanco, Negro, Rosa, Verde mate, Vino",['M'],0
550,4,21,15963,1330.25,599.647414,15/02/2025 00:14,11/06/2025 11:55,116,0.0342,7,38,2.25,efectivo,5,1,2,"['CAMISA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'PLAYERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Blanco, Morado, Naranja, Verde, Verde mate","['M', 'S']",2
551,3,12,10379,1297.375,586.189589,15/02/2025 01:46,17/06/2025 07:53,122,0.0244,2,32,1,efectivo,6,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PANTALON', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Azul fuerte, Blanco, Negro, Rojo, Verde, Vino","['M', 'S']",1
552,3,13,10450,1306.25,654.043911,20/05/2025 01:52,12/06/2025 11:23,23,0.125,8,37,0.6667,transferencia,5,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'SACO', 'SUDADERA']",O,['NIÑO'],"Azul, Beige, Blanco, Gris, Rojo",['M'],0
553,4,22,21130,1625.384615,780.479294,22/01/2025 10:46,11/07/2025 13:14,170,0.0234,7,8,1.75,transferencia,5,1,1,"['CAMISA', 'CONJUNTO', 'GUAYABERA', 'GUAYABERA LARGA', 'SACO']",O,['NIÑO'],"Azul, Azul marino, Beige, Blanco, Gris, Rosa, Verde","['M', 'S']",0
554,4,17,16400,1366.666667,1237.809445,29/01/2025 07:47,22/06/2025 17:22,144,0.0276,5,27,3,transferencia,5,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul marino, Beige, Blanco, Rojo, Rosa, Verde","['M', 'S']",2
555,3,13,9568,1063.111111,623.696587,20/06/2025 17:08,14/07/2025 11:00,24,0.12,9,5,2,transferencia,6,1,1,"['CAMISA', 'CONJUNTO', 'GUAYABERA', 'PLAYERA', 'SACO', 'SUDADERA']",O,['NIÑO'],"Amarillo, Blanco, Gris, Negro, Rojo",['M'],0
556,4,20,16578,1381.5,879.796141,10/04/2025 18:22,30/06/2025 10:38,81,0.0488,9,19,0,transferencia,5,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'PANTALON', 'PLAYERA']",O,"['NIÑA', 'NIÑO']","Azul fuerte, Beige, Blanco, Cafe, Gris, Negro, Rojo, Rosa, Verde mate",['M'],2
557,3,10,11296,1882.666667,1074.508673,02/02/2025 21:14,19/06/2025 09:51,137,0.0217,4,30,0.6667,efectivo,3,1,1,"['CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO']",O,['NIÑA'],"Azul marino, Blanco, Rosa, Verde",['M'],1
558,4,15,15431,1714.555556,1147.297027,07/02/2025 00:51,13/06/2025 07:35,126,0.0315,5,36,1.25,efectivo,3,1,1,"['CONJUNTO', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Azul, Azul marino, Blanco, Rosa",['M'],1
559,3,15,14740,1637.777778,1207.796688,11/02/2025 13:50,11/05/2025 11:19,89,0.0333,7,69,1,efectivo,4,1,2,"['CAMISA', 'CONJUNTO', 'GUAYABERA LARGA', 'SACO']",O,"['NIÑA', 'NIÑO']","Azul marino, Beige, Blanco, Negro, Rojo, Rosa",['M'],0
560,3,13,10770,1346.25,920.990465,03/02/2025 11:28,15/06/2025 07:35,132,0.0226,4,34,2,transferencia,4,1,1,"['CAMISA', 'CONJUNTO', 'PLAYERA', 'SUDADERA']",O,['NIÑO'],"Azul fuerte, Blanco, Gris, Rojo, Rosa, Verde","['M', 'S']",0
561,4,19,20670,2067,831.048133,10/02/2025 10:37,22/06/2025 03:24,132,0.0301,4,27,0,efectivo,4,1,1,"['CONJUNTO', 'CONJUNTO VESTIDO', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Azul marino, Blanco, Rojo, Rosa, Verde, Vino","['M', 'S']",1
562,4,23,19496,1624.666667,1145.466232,26/01/2025 21:43,07/06/2025 04:41,132,0.0301,6,42,1.5,efectivo,5,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'PLAYERA']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul, Azul marino, Beige, Blanco, Gris, Naranja, Rojo",['M'],2
563,3,10,8590,1227.142857,637.745007,12/03/2025 16:53,21/06/2025 08:42,101,0.0294,2,28,0,transferencia,5,1,2,"['CAMISA', 'CONJUNTO', 'PANTALON', 'PLAYERA', 'SHORT']",O,"['NIÑA', 'NIÑO']","Azul, Azul marino, Blanco, Gris, Negro, Rosa",['M'],2
564,4,18,15618,1301.5,644.500905,06/03/2025 09:40,06/07/2025 23:10,122,0.0325,2,13,1.5,efectivo,6,1,2,"['CAMISA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PANTALON', 'SHORT']",O,"['NIÑA', 'NIÑO']","Beige, Blanco, Gris, Negro, Rosa, Verde","['M', 'O', 'S']",2
565,4,17,12830,1069.166667,772.727403,08/02/2025 23:29,17/06/2025 23:08,129,0.0308,3,32,2.5,transferencia,4,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul fuerte, Beige, Blanco, Gris, Morado, Negro, Rojo, Rosa, Verde, Vino","['M', 'S']",2
566,4,26,23705,1823.461538,781.185156,19/01/2025 12:13,19/06/2025 01:39,151,0.0263,9,30,2.5,efectivo,7,1,2,"['CAMISA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PLAYERA', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul, Azul marino, Blanco, Gris, Morado, Negro, Rosa, Verde","['M', 'O']",2
567,3,13,13440,2240,754.983444,15/02/2025 22:52,22/06/2025 23:32,127,0.0234,4,27,1.3333,transferencia,4,1,1,"['CONJUNTO', 'CONJUNTO VESTIDO', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Azul, Blanco, Rosa, Verde","['M', 'S']",1
568,4,18,17420,1742,721.370917,04/06/2025 21:06,12/07/2025 23:54,38,0.1026,10,7,2,efectivo,6,1,3,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'GUAYABERA LARGA', 'SUDADERA']",O,"['NIÑA', 'NIÑO', 'RECIÉN NACIDO']","Amarillo, Azul marino, Blanco, Negro, Rosa, Verde","['M', 'O']",2
569,4,23,16520,1270.769231,818.154222,06/04/2025 09:52,06/07/2025 05:11,91,0.0435,10,13,3.25,efectivo,6,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'SACO', 'SHORT', 'SUDADERA']",O,['NIÑO'],"Azul, Beige, Blanco, Gris, Negro, Rojo",['M'],0
570,3,14,12220,1745.714286,582.086325,23/01/2025 06:04,26/06/2025 17:19,154,0.0194,2,23,0.6667,efectivo,6,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'GUAYABERA', 'PLAYERA']",O,['NIÑO'],"Azul, Beige, Blanco, Rojo, Verde mate",['M'],0
571,3,11,12050,1721.428571,931.150265,11/02/2025 12:15,09/06/2025 07:57,118,0.0252,4,40,2.3333,transferencia,2,1,2,"['CONJUNTO', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul, Blanco, Cafe, Morado, Rosa, Verde","['M', 'S']",2
572,4,17,15340,1394.545455,750.870569,14/03/2025 14:20,06/05/2025 01:31,53,0.0741,6,74,1.25,efectivo,7,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'PANTALON', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Azul, Azul marino, Azul mate, Blanco, Morado, Negro, Rosa",['M'],1
573,3,14,7350,918.75,591.025327,04/03/2025 23:51,16/06/2025 21:56,104,0.0286,5,33,0,efectivo,3,1,1,"['CAMISA', 'CONJUNTO', 'PLAYERA']",O,['NIÑO'],"Azul marino, Naranja, Rojo, Rosa, Verde mate, Vino",['M'],0
574,3,19,18300,1663.636364,1318.430698,20/01/2025 23:55,04/07/2025 20:16,165,0.0181,7,15,1.3333,efectivo,5,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'GUAYABERA LARGA', 'PLAYERA']",O,['NIÑO'],"Azul fuerte, Azul marino, Blanco, Cafe, Gris, Rojo, Rosa, Verde mate",['M'],0
575,3,12,9620,1603.333333,1105.390831,08/02/2025 01:37,24/03/2025 03:14,44,0.0667,0,117,1.3333,efectivo,4,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'VESTIDO']",O,['NIÑA'],"Blanco, Negro, Rosa, Verde","['M', 'S']",1
576,3,10,8957,1119.625,499.340049,14/02/2025 11:01,15/07/2025 01:54,151,0.0197,2,4,1,efectivo,4,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'PANTALON']",O,"['NIÑA', 'NIÑO']","Azul fuerte, Beige, Blanco, Negro, Rosa, Vino",['M'],2
577,4,16,15469,1406.272727,993.902692,15/05/2025 20:01,12/06/2025 21:14,28,0.1379,11,37,1.25,transferencia,4,1,1,"['CAMISA', 'CONJUNTO', 'GUAYABERA LARGA', 'SUDADERA']",O,['NIÑO'],"Azul marino, Beige, Blanco, Gris, Negro, Rosa, Verde","['M', 'S']",0
578,4,25,15682,1120.142857,540.420717,16/03/2025 18:34,28/05/2025 21:38,73,0.0541,11,52,1,efectivo,7,1,3,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'PANTALON', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO', 'RECIÉN NACIDO']","Amarillo, Azul, Beige, Morado, Negro, Rosa, Verde, Vino","['M', 'S']",2
579,3,16,14530,1816.25,785.969743,26/03/2025 02:16,09/06/2025 08:26,75,0.0395,6,40,0,efectivo,3,1,2,"['CAMISA', 'CONJUNTO', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul fuerte, Azul marino, Beige, Blanco, Vino",['M'],2
580,4,18,16977,1697.7,555.171334,14/02/2025 22:19,24/06/2025 02:03,130,0.0305,7,25,1.25,efectivo,6,1,2,"['CAMISA', 'CONJUNTO', 'PANTALON', 'SACO', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul, Blanco, Gris, Rosa, Verde","['M', 'S']",2
581,4,21,15990,1453.636364,886.169209,06/03/2025 12:14,13/06/2025 09:51,99,0.04,7,36,2.25,efectivo,5,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'PLAYERA', 'SUDADERA']",O,"['NIÑA', 'NIÑO']","Azul marino, Blanco, Gris, Morado, Negro, Rojo, Verde, Verde mate",['M'],2
582,4,17,15980,1775.555556,1142.901873,06/03/2025 04:33,25/04/2025 03:45,50,0.0784,2,85,1.25,transferencia,6,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'GUAYABERA', 'VESTIDO']",O,['NIÑA'],"Azul mate, Blanco, Morado, Negro, Rosa, Verde","['M', 'O']",1
583,3,15,15056,1882,1373.269092,23/01/2025 03:50,19/06/2025 10:14,147,0.0203,5,30,1,transferencia,4,1,1,"['CONJUNTO', 'GUAYABERA LARGA', 'PLAYERA', 'SHORT']",O,['NIÑO'],"Amarillo, Azul marino, Beige, Blanco, Naranja, Verde","['M', 'S']",0
584,4,15,14282,1586.888889,643.620393,04/02/2025 20:05,05/07/2025 11:03,151,0.0263,7,14,0.5,transferencia,4,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'VESTIDO']",O,['NIÑA'],"Azul, Blanco, Rosa, Verde, Vino",['M'],1
585,3,17,13639,1363.9,720.612302,25/01/2025 02:36,08/06/2025 02:15,134,0.0222,4,41,3.3333,transferencia,4,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PLAYERA']",O,['NIÑO'],"Amarillo, Beige, Blanco, Cafe, Naranja, Negro, Rojo, Rosa",['M'],0
586,3,11,8339,926.555556,315.780202,07/02/2025 02:15,11/03/2025 19:01,32,0.0909,0,130,0.6667,efectivo,6,1,3,"['CAMISA', 'CONJUNTO', 'CONJUNTO CAMISA', 'PANTALON', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO', 'RECIÉN NACIDO']","Amarillo, Azul, Azul fuerte, Beige, Blanco, Cafe, Rosa",['M'],2
587,4,18,16068,1606.8,834.747962,24/05/2025 20:34,12/06/2025 20:55,19,0.2,10,37,1.75,efectivo,4,1,1,"['CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'VESTIDO']",O,['NIÑA'],"Azul mate, Blanco, Morado, Rojo, Verde","['M', 'O']",1
588,4,17,15541,1726.777778,683.659398,23/02/2025 22:02,07/06/2025 16:39,104,0.0381,4,42,1,transferencia,5,1,1,"['CONJUNTO', 'CONJUNTO VESTIDO', 'PANTALON', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Azul, Blanco, Rojo, Rosa","['M', 'S']",1
589,4,17,13328,1211.636364,596.6737,14/02/2025 09:36,30/06/2025 06:04,136,0.0292,5,19,1.5,transferencia,5,1,1,"['CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Blanco, Rosa, Verde, Vino","['M', 'O']",1
590,4,18,12449,1037.416667,608.709079,30/03/2025 14:24,05/07/2025 08:54,97,0.0408,6,14,0.75,transferencia,5,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'PLAYERA', 'SHORT']",O,['NIÑO'],"Azul, Azul marino, Beige, Blanco, Naranja, Negro, Rojo, Verde mate",['M'],0
591,3,15,13130,1458.888889,906.696623,05/05/2025 23:52,02/07/2025 03:31,58,0.0508,9,17,1,efectivo,4,1,1,"['CHAMARRA', 'CONJUNTO', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Amarillo, Azul, Morado, Negro, Rosa, Vino",['M'],1
